ColumnName,ID,Description
CITY_ID,733,ELDORADO
CITY_ID,734,ELKHART
CITY_ID,736,ELMENDORF
CITY_ID,737,EMHOUSE
CITY_ID,738,EMORY
CITY_ID,739,ENCANTADA-RANCHITO-EL CALABOZ
CITY_ID,740,ENCHANTED OAKS
CITY_ID,741,ENCINAL
CITY_ID,742,ENCINO
CITY_ID,743,ESCOBARES
CITY_ID,744,ESTELLINE
CITY_ID,745,EUREKA
CITY_ID,746,EUSTACE
CITY_ID,747,EVADALE
CITY_ID,748,EVANT
CITY_ID,749,FABENS
CITY_ID,750,FAIRCHILDS
CITY_ID,751,FALCON HEIGHTS
CITY_ID,755,FALLS CITY
CITY_ID,757,FARWELL
CITY_ID,758,FATE
CITY_ID,759,FAYETTEVILLE
CITY_ID,760,FAYSVILLE
CITY_ID,762,FLATONIA
CITY_ID,763,FLORENCE
CITY_ID,765,FOLLETT
CITY_ID,766,FORSAN
CITY_ID,767,FORT BLISS
CITY_ID,768,FORT DAVIS
CITY_ID,769,FORT HANCOCK
CITY_ID,770,FORT HOOD
CITY_ID,772,FOWLERTON
CITY_ID,773,FRANKLIN
CITY_ID,774,FRANKSTON
CITY_ID,775,FRESNO
CITY_ID,776,FRITCH
CITY_ID,777,FRONTON
CITY_ID,778,FROST
CITY_ID,779,FRUITVALE
CITY_ID,780,FULSHEAR
CITY_ID,781,FULTON
CITY_ID,782,GALLATIN
CITY_ID,783,GANADO
CITY_ID,784,GARCENO
CITY_ID,785,GARDEN RIDGE
CITY_ID,786,GARDENDALE
CITY_ID,788,GARRETT
CITY_ID,789,GARRISON
CITY_ID,790,GARY CITY
CITY_ID,791,GERONIMO
CITY_ID,792,GHOLSON
CITY_ID,793,GIRARD
CITY_ID,794,GLEN ROSE
CITY_ID,795,GODLEY
CITY_ID,796,GOLDSMITH
CITY_ID,797,GOLDTHWAITE
CITY_ID,798,GOLIAD
CITY_ID,799,GOLINDA
CITY_ID,800,GOODLOW
CITY_ID,801,GOODRICH
CITY_ID,802,GORDON
CITY_ID,803,GOREE
CITY_ID,804,GRAFORD
CITY_ID,805,GORMAN
CITY_ID,807,GRANDFALLS
CITY_ID,808,GRANDVIEW
CITY_ID,809,GRANGER
CITY_ID,810,GRANITE SHOALS
CITY_ID,811,GRANJENO
CITY_ID,813,GRAPELAND
CITY_ID,814,GRAYS PRAIRIE
CITY_ID,817,GREGORY
CITY_ID,818,GREY FOREST
CITY_ID,819,GROOM
CITY_ID,820,GROVETON
CITY_ID,821,GRUVER
CITY_ID,823,GUNTER
CITY_ID,824,GUSTINE
CITY_ID,825,HACKBERRY
CITY_ID,826,HALE CENTER
CITY_ID,827,HALLSBURG
CITY_ID,828,HAMLIN
CITY_ID,829,HAPPY
CITY_ID,830,HARDIN
CITY_ID,831,HARPER
CITY_ID,832,HART
CITY_ID,833,HARTLEY
CITY_ID,834,HASLET
CITY_ID,835,HAVANA
CITY_ID,837,HAWKINS
CITY_ID,838,HAWLEY
CITY_ID,839,HAYS
CITY_ID,840,HEBBRONVILLE
CITY_ID,841,HEBRON
CITY_ID,842,HEDLEY
CITY_ID,843,HEDWIG VILLAGE
CITY_ID,844,HEIDELBERG
CITY_ID,845,HEMPHILL
CITY_ID,846,HERMLEIGH
CITY_ID,847,HICKORY CREEK
CITY_ID,848,HICO
CITY_ID,849,HIGGINS
CITY_ID,851,HIGHLANDS
CITY_ID,852,HILL COUNTRY VILLAGE
CITY_ID,855,HILSHIRE VILLAGE
CITY_ID,856,HOLIDAY LAKES
CITY_ID,857,HOLLAND
CITY_ID,858,HOLLIDAY
CITY_ID,861,HONEY GROVE
CITY_ID,862,HORSESHOE BAY
CITY_ID,863,HOWARDWICK
CITY_ID,864,HUBBARD
CITY_ID,866,HUDSON OAKS
CITY_ID,867,HUGHES SPRINGS
CITY_ID,868,HUNGERFORD
CITY_ID,869,HUNTINGTON
CITY_ID,870,HUTTO
CITY_ID,871,HUXLEY
CITY_ID,872,IDALOU
CITY_ID,873,IMPACT
CITY_ID,874,IMPERIAL
CITY_ID,876,INDIAN LAKE
CITY_ID,877,INDUSTRY
CITY_ID,878,INEZ
CITY_ID,879,INGLESIDE ON THE BAY
CITY_ID,880,INGRAM
CITY_ID,881,IOWA COLONY
CITY_ID,882,IRAAN
CITY_ID,883,IREDELL
CITY_ID,884,ITALY
CITY_ID,885,ITASCA
CITY_ID,886,JAMAICA BEACH
CITY_ID,887,JAYTON
